Time,Temp,dH,UV_light,DSC_RAW,corrected_dH,dH_mass_referenced,Exposure_Time,baseline,final_dH,cumulated_dH_integral,conversion_UV
119.8,25.49,-16.8108,2,-0.00502312,-0.11370000000000147,-0.0043646833013436265,0.0,-0.0043646833013436265,0.0,0.0,0.0
119.9,25.49,-16.7756,2,-0.00501914,-0.0838000000000001,-0.0032168905950096006,0.10000000000000853,-0.004355563417371217,0.0011386728223616166,5.693364111808568e-05,0.00011623532469668337
120.0,25.49,-16.7379,2,-0.00503576,-0.051899999999999835,-0.0019923224568138133,0.20000000000000284,-0.00434644353339881,0.0023541210765849964,0.0002302937455343742,0.0004701661049972806
120.1,25.49,-16.6946,2,-0.00504877,-0.015100000000000335,-0.0005796545105566347,0.29999999999999716,-0.004337323649426402,0.003757669138869767,0.0005349555531720996,0.001092161527000956
120.2,25.49,-16.6477,2,-0.00505978,0.025500000000000966,0.000978886756238041,0.4000000000000057,-0.004328203765453993,0.005307090521692034,0.000986690017326269,0.002014419458980692
120.3,25.49,-16.6008,2,-0.00507586,0.06599999999999895,0.0025335892514394987,0.5,-0.004319083881481585,0.006852673132921084,0.0015949980976896472,0.0032563369939930887
120.4,25.49,-16.5537,2,-0.00509247,0.10670000000000002,0.004095969289827256,0.6000000000000085,-0.004309963997509176,0.008405933287336432,0.0023574805620167295,0.004813015876216066
120.5,25.49,-16.5195,2,-0.00514341,0.13400000000000034,0.0051439539347408955,0.7000000000000028,-0.004300844113536768,0.009444798048277664,0.0032546876342356406,0.006644747578448574
120.6,25.49,-16.4845,2,-0.00514612,0.1617999999999995,0.006211132437619942,0.7999999999999972,-0.004291724229564361,0.010502856667184302,0.004247079966937669,0.008670808844736996
120.7,25.49,-16.4496,2,-0.0051127,0.1891999999999996,0.007262955854126663,0.9000000000000057,-0.0042826043455919515,0.011545560199718615,0.005354459223590647,0.010931626613136186
120.8,25.49,-16.4432,2,-0.00510223,0.18730000000000047,0.007190019193857983,1.0,-0.004273484461619544,0.011463503655477526,0.006518700004322239,0.013308532472587162
120.9,25.49,-16.4694,2,-0.00510097,0.1529999999999987,0.005873320537427972,1.1000000000000085,-0.0042643645776471355,0.010137685115075108,0.007604709538819252,0.015525721965248204
121.0,25.49,-16.5255,2,-0.00508056,0.08889999999999887,0.003412667946257154,1.2000000000000028,-0.004255244693674727,0.007667912639931881,0.008508105229512614,0.01737008830780364
